Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
1027,ANSWER,ANSWER,ANSWER,386,500,436,450,1,1,1,1,ASL_2011_07_19_Brady_scene56-camera1.mov,Lexical Signs,ANSWER
1029,ANSWER,ANSWER,ANSWER+,19113,19235,19163,19185,1,1,1,1,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ANSWER
39347,ANSWER+AGENT,ANSWER+AGENT,ANSWER+AGENT,667,793,717,743,1,1,B-L,B-L,ASL_2011_07_19_Brady_scene56-camera1.mov,Compound Signs,ANSWER+AGENT
1033,ANY,ANY,ANY,2355,2485,2405,2435,10,,10,,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,ANY
39366,ANY+ONE,ANY+ONE,ANY+ONE,2178,2302,2228,2252,A,,1,,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,ANY+ONE
39371,ANY+THING,ANY+THING,ANY+THING,2385,2511,2435,2461,A,,5,,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,ANY+THING
39375,ANY+WHERE,ANY+WHERE,ANY+WHERE,2608,2738,2658,2688,10,,1,,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,ANY+WHERE
39377,ANY+WHERE,ANY+WHERE,ANY+WHERE,671,801,721,751,10,,1,,ASL_2011_06_14_Brady_scene14-camera1.mov,Compound Signs,ANY+WHERE
1039,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER,4056,4186,4106,4136,B-L,B-L,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,ANYWAY/NOT-MATTER
1042,APPLAUSE,APPLAUSE,APPLAUSE+,1168,1295,1218,1245,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,APPLAUSE
1046,APPLAUSE,APPLAUSE,APPLAUSE++,538,686,588,636,B-L,B-L,B-L,B-L,ASL_2011_07_22_Brady_scene50-camera1.mov,Lexical Signs,APPLAUSE
1048,APPLAUSE,APPLAUSE,APPLAUSE+++,603,755,653,705,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,APPLAUSE
1049,APPLAUSE,APPLAUSE,APPLAUSE+++,7109,7244,7159,7194,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,APPLAUSE
1053,APPLE,APPLE,APPLE,6348,6459,6398,6409,X,,X,,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,APPLE
1059,APPLY,APPLY,APPLY,6578,6687,6628,6637,V,1,V,1,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,APPLY
1060,APPLY,APPLY,APPLY,1488,1606,1538,1556,V,1,V,1,ASL_2011_07_22_Brady_scene37-camera1.mov,Lexical Signs,APPLY
1064,APPOINT,APPOINT,APPOINT,7062,7182,7112,7132,S,,S,,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,APPOINT
593,APPOINTMENT,(nd-S)APPOINTMENT,(nd-S)APPOINTMENT,8651,8781,8701,8731,crvd-5,S,A,S,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,APPOINTMENT
1070,APPOINTMENT,APPOINTMENT,APPOINTMENT,1685,1816,1735,1766,5,5,A,A,ASL_2011_07_22_Brady_scene37-camera1.mov,Lexical Signs,APPOINTMENT
1078,ARGUE,ARGUE,ARGUE+,1852,2009,1902,1959,1,1,1,1,ASL_2011_07_19_Brady_scene48-camera1.mov,Lexical Signs,ARGUE
1083,ARM,ARM,ARM,454,579,504,529,crvd-B,,crvd-B,,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ARM
39391,ARM+SHORT-SLEEVE,ARM+SHORT-SLEEVE,ARM+SHORT-SLEEVE,1400,1535,1450,1485,C,,B-L,psv,ASL_2011_07_19_Brady_scene87-camera1.mov,Compound Signs,ARM+SHORT-SLEEVE
207930,AROUND,AROUND,AROUND,10447,10605,10497,10555,5,,5,,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,AROUND
1095,ARRIVE,ARRIVE,ARRIVE,2579,2699,2629,2649,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ARRIVE
1096,ARRIVE,ARRIVE,ARRIVE,7018,7139,7068,7089,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,ARRIVE
1105,ART/DESIGN,ART/DESIGN,ART/DESIGN,200,344,250,294,I,B-L,I,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,ART/DESIGN
1108,ART/DESIGN,ART/DESIGN_2,ART/DESIGN_2+,2828,2957,2878,2907,I,B-L,I,B-L,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ART/DESIGN
1109,ART/DESIGN,ART/DESIGN_2,ART/DESIGN_2+,464,595,514,545,I,B-L,I,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,ART/DESIGN
1110,ART/DESIGN,ART/DESIGN_2,ART/DESIGN_2+,794,929,844,879,I,B-L,I,B-L,ASL_2011_07_22_Brady_scene42-camera1.mov,Lexical Signs,ART/DESIGN
39399,ART/DESIGN+AGENT,ART/DESIGN+AGENT,ART/DESIGN+AGENT,2880,3006,2930,2956,I,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,ART/DESIGN+AGENT
1113,ARTICLE,ARTICLE,ARTICLE,3610,3733,3660,3683,L-X,B-L,L-X,B-L,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ARTICLE
1119,ASSAULT,ASSAULT,ASSAULT,1504,1618,1554,1568,S,1,S,1,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,ASSAULT
207931,ASSIST,ASSIST,ASSIST,7580,7695,7630,7645,10,10,10,10,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,ASSIST
1123,ASSIST,ASSIST,ASSIST+,8799,8922,8849,8872,10,10,10,10,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ASSIST
1128,ASSOCIATION,ASSOCIATION,ASSOCIATION,11521,11637,11571,11587,A,A,A,A,ASL_2011_06_08_Brady_scene9-camera1.mov,Lexical Signs,ASSOCIATION
1129,ASSOCIATION,ASSOCIATION,ASSOCIATION,10160,10279,10210,10229,A,A,A,A,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ASSOCIATION
1132,ASTRAY,ASTRAY,ASTRAY,11026,11176,11076,11126,1,1,1,1,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ASTRAY
1135,ATTEMPT,ATTEMPT,ATTEMPT,1933,2061,1983,2011,A,A,A,A,ASL_2011_07_22_Brady_scene12-camera1.mov,Lexical Signs,ATTEMPT
1137,ATTENTION-WAVE,ATTENTION-WAVE,ATTENTION-WAVE,2366,2502,2416,2452,5,,5,,ASL_2011_07_22_Brady_scene25-camera1.mov,Lexical Signs,ATTENTION-WAVE
1141,ATTITUDE,ATTITUDE,ATTITUDE,19762,19885,19812,19835,A,,A,,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,ATTITUDE
207943,AUCTION,AUCTION,AUCTION,21610,21743,21660,21693,flat-B,,flat-B,,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,AUCTION
1146,AUDIENCE,AUDIENCE,AUDIENCE,2,97,17,47,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AUDIENCE
1149,AUDIOLOGY,AUDIOLOGY,AUDIOLOGY,1106,1242,1156,1192,A,,A,,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AUDIOLOGY
39418,AUDIOLOGY+AGENT,AUDIOLOGY+AGENT,AUDIOLOGY+AGENT,3352,3489,3402,3439,A,,B-L,B-L,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,AUDIOLOGY+AGENT
1152,AUNT,AUNT,AUNT,1328,1451,1378,1401,A,,A,,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AUNT
1158,AUTHORITY,AUTHORITY,AUTHORITY,2429,2554,2479,2504,A,A,A,A,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AUTHORITY
1162,AUTUMN,AUTUMN,AUTUMN,2650,2775,2700,2725,B-xd,S,B-xd,S,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AUTUMN
1163,AUTUMN,AUTUMN,AUTUMN,115,255,165,205,B,S,B,S,ASL_2011_07_22_Brady_scene38-camera1.mov,Lexical Signs,AUTUMN
1164,AVAILABLE,AVAILABLE,AVAILABLE+,2902,3022,2952,2972,25,A,25,A,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AVAILABLE
1169,AVERAGE,AVERAGE,AVERAGE,9225,9360,9275,9310,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,AVERAGE
1170,AVERAGE,MEDIUM,MEDIUM,7129,7277,7179,7227,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,AVERAGE
1178,AVOID/FALL-BEHIND,AVOID/FALL-BEHIND,AVOID/FALL-BEHIND,3358,3487,3408,3437,10,10,10,10,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AVOID/FALL-BEHIND
1179,AVOID/FALL-BEHIND,AVOID/FALL-BEHIND,AVOID/FALL-BEHIND,7504,7618,7554,7568,10,10,10,10,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,AVOID/FALL-BEHIND
1183,AWKWARD,AWKWARD,AWKWARD,4266,4406,4316,4356,3,3,3,3,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,AWKWARD
1189,B,B,B,4572,4688,4622,4638,B-xd,,B-xd,,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,B
1193,BABY,BABY,BABY,5070,5215,5120,5165,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,BABY
1202,BACKGROUND,BACKGROUND,BACKGROUND,2746,2865,2796,2815,B,B-L,G,B-L,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BACKGROUND
1205,BACKSTAB,BACKSTAB,BACKSTAB,10228,10350,10278,10300,S,B-L,S,B-L,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,BACKSTAB
1212,BAD,BAD,BAD,3695,3812,3745,3762,B-L,,bent-B-L,,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BAD
1221,BAKE/OVEN,BAKE/OVEN,BAKE/OVEN,6443,6563,6493,6513,B-L,bent-B-L,B-L,bent-B-L,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BAKE/OVEN
156,BAKING-SPRINKLES,(1h)BAKING-SPRINKLES,(1h)BAKING-SPRINKLES,1981,2127,2031,2077,O,,O,,ASL_2011_07_19_Brady_scene94-camera1.mov,Lexical Signs,BAKING-SPRINKLES
1226,BALANCE,BALANCE,BALANCE+,6686,6827,6736,6777,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BALANCE
1229,BALD,BALD,BALD,6924,7057,6974,7007,25,,25,,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BALD
1233,BALL,BALL,BALL,7328,7450,7378,7400,crvd-5,crvd-5,crvd-sprd-B,crvd-sprd-B,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BALL
1237,BALLOON,BALLOON,BALLOON,7690,7824,7740,7774,S,S,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BALLOON
1242,BANANA,BANANA,BANANA,2053,2186,2103,2136,baby-O,1,baby-O,1,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BANANA
1243,BANANA,BANANA,BANANA,2753,2911,2803,2861,baby-O,1,baby-O,1,ASL_2011_07_19_Brady_scene28-camera1.mov,Lexical Signs,BANANA
1247,BANDAID,BANDAID,BANDAID,2419,2534,2469,2484,U,S,U,S,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BANDAID
1251,BAPTIST,BAPTIST,BAPTIST,5680,5811,5730,5761,10,10,10,10,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BAPTIST
1256,BAR,BAR,BAR,2361,2488,2411,2438,10,,10,,ASL_2011_06_08_Brady_scene10-camera1.mov,Lexical Signs,BAR
1257,BAR,BAR,BAR,5176,5305,5226,5255,10,,10,,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BAR
1258,BAR,BAR,BAR,332,462,382,412,10,,10,,ASL_2011_07_19_Brady_scene34-camera1.mov,Lexical Signs,BAR
1261,BARK,BARK_2,BARK_2,7417,7533,7467,7483,5,5,B-L,B-L,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BARK
652,BASEBALL,(S)BASEBALL,(S)BASEBALL,7906,8032,7956,7982,S,S,S,S,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BASEBALL
1267,BASEMENT,BASEMENT,BASEMENT+,8115,8241,8165,8191,10,flat-B,10,10,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BASEMENT
467,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,10149,10270,10199,10220,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BASKETBALL
468,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,3612,3735,3662,3685,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene117-camera1.mov,Lexical Signs,BASKETBALL
1275,BAT,BAT,BAT++,10364,10496,10414,10446,cocked-S,cocked-S,1,1,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BAT
1281,BATH,BATH,BATH,267,409,317,359,10,10,10,10,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BATH
39437,BATH+BATHROBE,BATH+BATHROBE,BATH+BATHROBE,3839,3984,3889,3934,A,A,flat-O,flat-O,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,BATH+BATHROBE
39438,BATH+BATHROBE,BATH+BATHROBE,BATH+BATHROBE,4126,4279,4176,4229,A,A,flat-O,flat-O,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,BATH+BATHROBE
39445,BATH+fs-TUB,BATH+fs-TUB,BATH+fs-TUB,4691,4831,4741,4781,10,10,B,,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,BATH+fs-TUB
207663,BATHING-SUIT,BATHING-SUIT,BATHING-SUIT,529,665,579,615,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BATHING-SUIT
568,BAWL-OUT,(nd-1)BAWL-OUT,(nd-1)BAWL-OUT,6883,6987,6933,6937,S,1,5,1,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BAWL-OUT
1289,BAWL-OUT,BAWL-OUT,BAWL-OUT,5194,5309,5244,5259,S,S,5,4,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BAWL-OUT
1291,BEACH,BEACH,BEACH,7599,7724,7649,7674,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BEACH
1299,BEAR,BEAR,BEAR,8224,8350,8274,8300,crvd-5,crvd-5,5-C-L,5-C-L,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BEAR
1302,BEARD,BEARD,BEARD,10108,10223,10158,10173,5-C,5-C,5-C,5-C,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BEARD
1307,BEAT,BEAT_2,BEAT_2,10623,10762,10673,10712,S,1,S,1,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,BEAT
1308,BEAT,BEAT_2,BEAT_2,16063,16190,16113,16140,S,1,S,1,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,BEAT
1310,BEAT_3,BEAT_3,BEAT_3,8242,8366,8292,8316,S,,U,,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs,BEAT_3
1314,BEAUTIFUL,BEAUTIFUL,BEAUTIFUL,407,529,457,479,5,,flat-O,,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BEAUTIFUL
1315,BEAUTIFUL,BEAUTIFUL,BEAUTIFUL,187,306,237,256,5,,flat-O,,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,BEAUTIFUL
39452,BEAUTIFUL+DRESS/CLOTHES,BEAUTIFUL+DRESS/CLOTHES,BEAUTIFUL+DRESS/CLOTHES,457,603,507,553,5,,5,5,ASL_2011_07_19_Brady_scene25-camera1.mov,Compound Signs,BEAUTIFUL+DRESS/CLOTHES
1324,BECAUSE,BECAUSE,BECAUSE,2030,2143,2080,2093,L,,10,,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BECAUSE
1328,BECOME,BECOME,BECOME,3141,3260,3191,3210,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BECOME
1331,BECOME-FAT,BECOME-FAT,BECOME-FAT,2789,2920,2839,2870,5,5,5,5,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BECOME-FAT
39456,BECOME+QUIET,BECOME+QUIET,BECOME+QUIET,296,442,346,392,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene28-camera1.mov,Compound Signs,BECOME+QUIET
1336,BED,BED,BED,3717,3837,3767,3787,B-L,,B-L,,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BED
1337,BED,BED,BED,3996,4114,4046,4064,B-L,,B-L,,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,BED
39462,BED+CUSHION,BED+CUSHION,BED+CUSHION+++,7403,7550,7453,7500,B-L,,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Compound Signs,BED+CUSHION
1343,BEER,BEER,BEER,5290,5415,5340,5365,B,,B,,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BEER
1347,BEFORE,BEFORE_2,BEFORE_2,5739,5863,5789,5813,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BEFORE
1351,BEG,BEG_2,BEG_2,5993,6128,6043,6078,5,crvd-B,5-C,crvd-B,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BEG
39474,BEG_2+AGENT,BEG_2+AGENT,BEG_2+AGENT,5024,5163,5074,5113,crvd-5,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,BEG+AGENT
1356,BEHAVIOR,BEHAVIOR,BEHAVIOR+,6692,6833,6742,6783,B,B,B,B,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,BEHAVIOR
1360,BEHIND,BEHIND,BEHIND,2499,2622,2549,2572,10,10,10,10,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,BEHIND
41038,THINK+MARRY,THINK+MARRY,THINK+MARRY,14350,14471,14400,14421,1,,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene18-camera1.mov,Compound Signs,BELIEVE
1362,BELL,BELL,BELL,2243,2388,2293,2338,S,B-L,S,B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BELL
1368,BELONG,BELONG,BELONG,4295,4414,4345,4364,crvd-5,crvd-5,8,8,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BELONG
1369,BELONG,BELONG,BELONG,15828,15947,15878,15897,25,25,8,8,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,BELONG
1372,BELOW,BELOW,BELOW,5810,5937,5860,5887,B,bent-B-L,B,bent-B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BELOW
1373,BELOW,BELOW,BELOW,2482,2614,2532,2564,B,B-L,B,B-L,ASL_2011_07_22_Brady_scene38-camera1.mov,Lexical Signs,BELOW
1375,BELOW_2,BELOW_2,BELOW_2+,8411,8546,8461,8496,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,BELOW_2
1379,BELT,BELT,BELT,2715,2835,2765,2785,U,U,U,U,ASL_2011_07_22_Brady_scene38-camera1.mov,Lexical Signs,BELT
1387,BERRY,BERRY,BERRY,7619,7756,7669,7706,fanned-flat-O,I,fanned-flat-O,I,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BERRY
1388,BERRY,BERRY,BERRY,4604,4740,4654,4690,O,I,O,I,ASL_2011_06_08_Brady_scene27-camera1.mov,Lexical Signs,BERRY
1389,BERRY,BERRY,BERRY,2026,2175,2076,2125,O,I,O,I,ASL_2011_07_19_Brady_scene100-camera1.mov,Lexical Signs,BERRY
1390,BERRY,BERRY,BERRY,96,255,146,205,O,I,O,I,ASL_2011_07_22_Brady_scene40-camera1.mov,Lexical Signs,BERRY
1397,BEST-FRIEND,BEST-FRIEND,BEST-FRIEND,3741,3864,3791,3814,X,X,X,X,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,BEST-FRIEND
1401,BET,BET,BET,8466,8584,8516,8534,B,B,B,B,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BET
1394,BETTER,BEST,BEST,8240,8360,8290,8310,B-L,,10,,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BETTER
1405,BETTER,BETTER,BETTER,8987,9105,9037,9055,B-L,,10,,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BETTER
1408,BETWEEN/SHARE,BETWEEN/SHARE,BETWEEN/SHARE,3138,3268,3188,3218,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,BETWEEN/SHARE
39483,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,5188,5328,5238,5278,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene26-camera1.mov,Compound Signs,BETWEEN/SHARE+AGENT
39484,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,BETWEEN/SHARE+AGENT,2684,2821,2734,2771,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene83-camera1.mov,Compound Signs,BETWEEN/SHARE+AGENT
1412,BICYCLE,BICYCLE,BICYCLE,2713,2860,2763,2810,S,S,S,S,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BICYCLE
1415,BIG,BIG,BIG,3552,3665,3602,3615,L-X,L-X,L-X,L-X,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIG
1432,BIG,BIG_4,BIG_4,4844,4975,4894,4925,L-X,L-X,L-X,L-X,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,BIG
1433,BIG,BIG_4,BIG_4,4691,4818,4741,4768,L-X,L-X,L-X,L-X,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,BIG
1420,BIG-HEADED,BIG-HEADED,BIG-HEADED,3763,3894,3813,3844,L-X,L-X,L-X,L-X,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIG-HEADED
1421,BIG-HEADED,BIG-HEADED,BIG-HEADED,5271,5393,5321,5343,L-X,L-X,L-X,L-X,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,BIG-HEADED
1422,BIG-HEADED,BIG-HEADED,BIG-HEADED,5808,5940,5858,5890,L-X,L-X,L-X,L-X,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,BIG-HEADED
1435,BIKE-PUMP,BIKE-PUMP,BIKE-PUMP+,84,236,134,186,S,S,S,S,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,BIKE-PUMP
1436,BIKE-PUMP,BIKE-PUMP,BIKE-PUMP+,976,1142,1026,1092,S,S,S,S,ASL_2011_07_22_Brady_scene50-camera1.mov,Lexical Signs,BIKE-PUMP
1439,BILLIARDS,BILLIARDS,BILLIARDS,1048,1201,1098,1151,X-over-thumb,A,X-over-thumb,A,ASL_2011_07_19_Brady_scene38-camera1.mov,Lexical Signs,BILLIARDS
1448,BIOLOGY,BIOLOGY,BIOLOGY+,6617,6750,6667,6700,B-xd,B-xd,B-xd,B-xd,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIOLOGY
1454,BIRD,BIRD,BIRD+,6801,6925,6851,6875,L,,flat-G,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIRD
1455,BIRD,BIRD,BIRD+,6320,6445,6370,6395,L,,baby-O,,ASL_2011_06_08_Brady_scene27-camera1.mov,Lexical Signs,BIRD
1461,BIRTHDAY,BIRTHDAY,BIRTHDAY,7144,7270,7194,7220,25,,25,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIRTHDAY
1462,BIRTHDAY,BIRTHDAY,BIRTHDAY,7339,7458,7389,7408,25,,25,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIRTHDAY
1463,BIRTHDAY,BIRTHDAY,BIRTHDAY,7806,7921,7856,7871,25,,25,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BIRTHDAY
1467,BISON/BUFFALO,BISON/BUFFALO,BISON/BUFFALO,8255,8381,8305,8331,crvd-5,crvd-5,S,S,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BISON/BUFFALO
1471,BITE,BITE,BITE,8569,8683,8619,8633,C,B-L,tight-C,B-L,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BITE
1473,BITE,BITE_2,BITE_2,2640,2766,2690,2716,C,bent-B-L,tight-C,bent-B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,BITE
1472,BITE-NAILS,BITE-NAILS,BITE-NAILS,287,436,337,386,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene32-camera1.mov,Lexical Signs,BITE-NAILS
1475,BITTER,BITTER,BITTER,8831,8958,8881,8908,1,,1,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BITTER
1479,BLACK,BLACK,BLACK,9327,9437,9377,9387,bent-1,,bent-1,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BLACK
1481,BLACK-OUT,BLACK-OUT,BLACK-OUT,4325,4468,4375,4418,crvd-5,crvd-5,S,S,ASL_2011_06_14_Brady_scene16-camera1.mov,Lexical Signs,BLACK-OUT
39497,BLACK+fs-BERRY,BLACK+fs-BERRY,BLACK+fs-BERRY,334,473,384,423,1,,Y,,ASL_2011_06_14_Brady_scene3-camera1.mov,Compound Signs,BLACK+fs-BERRY
1488,BLAME,BLAME,BLAME,10401,10513,10451,10463,10,10,10,10,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,BLAME
1489,BLAME,BLAME,BLAME,2952,3075,3002,3025,10,psv,10,psv,ASL_2011_07_22_Brady_scene38-camera1.mov,Lexical Signs,BLAME
